in_store_number,in_store_name,in_address,n_address,n_roadaddress,n_latitude,n_longitude,n_store_type,n_navermap_link,n_telephone,,,,,,,,
110751666,(주)전국냉동화물,경기도 성남시 중원구 둔촌대로 423,경기도 성남시 중원구 상대원동 1613,경기도 성남시 중원구 둔촌대로 423 3층 (상대원동),37.4331816,127.1640756,"교통,운수>여객,화물운송",http://1670-8924.co.kr/,,,,,,,,,
110752102,명성종합관리 (주)성남센트럴푸르지오시티,경기도 성남시 중원구 광명로 89,,,37.4350952,127.1384684,*** 주차장,,,,,,,,,,
110752508,갓파스시 분당미금역점,경기도 성남시 분당구 돌마로 67,경기도 성남시 분당구 금곡동 157,경기도 성남시 분당구 돌마로 67,37.350497,127.1095076,"일식>초밥,롤",,031-716-4377,,,,,,,,
110754231,주식회사 오에프,경기도 성남시 분당구 서현로 216,,,37.3862238,127.1262233,*** 컴퓨터  소프트웨어,,,,,,,,,,
110754488,쌍둥이기름집,경기도 성남시 중원구 둔촌대로83번길 2,,,0,0,"쇼핑,유통>방앗간",,,,,,,,,,
110754728,다빈치 부산진구,부산광역시 해운대구 해운대로38번길 60,,,35.1926457,129.1178223,*** 학습지,,,,,,,,,,
110754942,하모니마트 청과잡화,경기도 성남시 분당구 동판교로 91,,,37.3899857,127.1145033,*** 농수산물,,,,,,,,,,
110755196,아모레카운셀러,경기도 성남시 중원구 둔촌대로 107,,,37.4296186,127.1308779,*** 방문판매,,,,,,,,,,
110755790,웃는아이어린이집,경기도 성남시 중원구 둔촌대로425번길 43,경기도 성남시 중원구 상대원동 1460,경기도 성남시 중원구 둔촌대로425번길 43 나은타운,37.4369002,127.1646234,"교육,학문>어린이집",http://cafe.daum.net/smile-kids,031-731-1051,,,,,,,,
110756251,주식회사 케이엠그룹,경기도 성남시 분당구 운중로 124,,,37.3913307,127.076947,"*** 건설,건축  자재",,,,,,,,,,
110756475,더에스필라테스 (더S필라테스),경기도 성남시 중원구 산성대로 472,경기도 성남시 중원구 금광동 4829,경기도 성남시 중원구 산성대로 472 2층 3층,37.4535916,127.1611437,스포츠시설>필라테스,http://blog.naver.com/kass7300,031-747-7303,,,,,,,,
110758034,사쿠라테이엔,경기도 성남시 분당구 대왕판교로606번길 45,경기도 성남시 분당구 삼평동 653,경기도 성남시 분당구 대왕판교로606번길 45 판교역푸르지오시티 1층 105호,37.3968927,127.1119254,술집>이자카야,,031-704-3005,,,,,,,,
110758547,별이빛나다,경기도 성남시 수정구 복정로158번길 1,경기도 성남시 수정구 복정동  639-16,경기도 성남시 수정구 복정로158번길 1 1층 별이빛나다카페,37.4672438,127.1272109,"음식점>카페,디저트",,,,,,,,,,
110759123,추오정남원추어탕,경기도 성남시 분당구 미금일로74번길 4,경기도 성남시 분당구 구미동 61-6,경기도 성남시 분당구 미금일로74번길 4,37.3461233,127.1117631,한식>추어탕,,031-717-9919,,,,,,,,
110759164,강남부페한식,경기도 성남시 수정구 위례광장로 328,,,0,0,,,,,,,,,,,
110759909,두찜 분당백화점,경기도 성남시 분당구 판교역로2번길 34,,,37.3864527,127.1120424,*** 한식,,,,,,,,,,
110760634,릴리피아노,경기도 성남시 분당구 내정로119번길 12,,,37.3716682,127.1144325,*** 일반전문학원,,,,,,,,,,
110760717,동방중국식품,경기도 성남시 수정구 제일로110번길 6-1,경기도 성남시 수정구 수진동 2922,경기도 성남시 수정구 제일로110번길 6-1 1층,37.4365656,127.1344509,"쇼핑,유통>슈퍼,마트",,031-755-5576,,,,,,,,
110760931,브룩클린 바나나 Brooklyn Banana,경기도 성남시 분당구 판교역로10번길 11,,,37.3846103,127.111471,*** 조명  및  전기자재  실내장식,,,,,,,,,,
110761939,도토리 어린이집,경기도 성남시 수정구 희망로 472,경기도 성남시 수정구 단대동 182 미도아파트 2동 106호,경기도 성남시 수정구 희망로 472 미도아파트 2동 106호,37.4468447,127.1559268,"교육,학문>어린이집",,031-744-9766,,,,,,,,
110762499,소담촌야탑점,경기도 성남시 분당구 성남대로916번길 5,경기도 성남시 분당구 야탑동 366-1 관보빌딩 3층,경기도 성남시 분당구 성남대로916번길 5 관보빌딩 3층,37.4116594,127.1298637,일식>샤브샤브,,031-707-0111,,,,,,,,
110762721,(주)에스앤에스펌 서가앤쿡 판교아브뉴프랑,경기도 성남시 분당구 동판교로177번길 25,,,37.3973257,127.1135679,*** 양식,,,,,,,,,,
110762770,작스모터스 분당점,경기도 성남시 분당구 쇳골로17번길 16,경기도 성남시 분당구 금곡동 54-1,경기도 성남시 분당구 쇳골로17번길 16,37.3625218,127.0982017,"생활,편의>자동차정비,수리",http://www.jaxmotors.co.kr,1899-6361,,,,,,,,
110762812,태원고등학교,경기 성남시 분당구 성남대로 822,경기도 성남시 분당구 야탑동 754-1,경기도 성남시 분당구 성남대로 822 태원고등학교,37.4031801,127.1293258,"교육,학문>고등학교",http://www.taewon.hs.kr/,031-704-6602,,,,,,,,
110762861,주식회사 초건 (학년마트),경기도 성남시 중원구 금상로 56,,,37.4401646,127.1625869,*** 할인점/슈퍼마켓,,,,,,,,,,
110764073,행그리독,경기도 성남시 분당구 운중로225번길 34,,,37.3913896,127.0903551,*** 일반대중음식,,,,,,,,,,
110764909,달콤해,경기도 성남시 수정구 산성대로527번길 14,경기도 성남시 수정구 양지동 276,경기도 성남시 수정구 산성대로527번길 14,37.4588171,127.1629498,분식>종합분식,,,,,,,,,,
110765179,파이커뮤니케이션 주식회사,경기도 성남시 분당구 황새울로258번길 35,,,37.3788842,127.1162649,*** 광고,,,,,,,,,,
110766771,잉글리시에그 광진지사,서울특별시 광진구 아차산로 478,,,37.540328,127.0950505,*** 학습지,,,,,,,,,,
110767175,유니버스,경기도 성남시 분당구 판교역로 230,,,0,0,,,,,,,,,,,
110767589,유메노라멘,경기도 성남시 중원구 은이로29번길 8-1,경기도 성남시 중원구 은행동 1067-1,경기도 성남시 중원구 은이로29번길 8-1,37.4568424,127.1678087,일식>일본식라면,,,,,,,,,,
110768058,가영왕만두,경기도 성남시 수정구 수정로119번길 16-1,,,37.4427347,127.133115,*** 일반대중음식,,,,,,,,,,
110770641,우리동네 머리손질 가게,경기도 성남시 수정구 복정로 73,경기도 성남시 수정구 복정동 685,경기도 성남시 수정구 복정로 73,37.4594751,127.1264654,"생활,편의>미용실",http://blog.naver.com/cbr0853,031-753-8381,,,,,,,,
110771722,몸편한세상,경기도 성남시 분당구 돌마로 47,,,37.350386,127.1071954,*** 인삼  및  건강제품,,,,,,,,,,
110772308,리포머 필라테스&피티,경기도 성남시 분당구 미금로 43,경기도 성남시 분당구 구미동 204-1,경기도 성남시 분당구 미금로 43 정운빌딩 2층 202호,37.3371027,127.1159555,"스포츠,오락>스포츠시설",https://www.instagram.com/reformerpilates_pt/,031-712-0021,,,,,,,,
110773777,박서방순대국,경기도 성남시 분당구 성남대로 295,경기도 성남시 분당구 정자동 159-1,경기도 성남시 분당구 성남대로331번길 13,37.3654233,127.1062989,"한식>순대,순대국",,031-717-3999,,,,,,,,
110774130,플로라,경기도 성남시 수정구 위례서일로1길 22,,,0,0,,,,,,,,,,,
110774700,지디에스,경기도 성남시 중원구 둔촌대로425번길 15,,,37.4344343,127.164092,*** 광고,,,,,,,,,,
110776739,이나가방,경기도 성남시 중원구 순환로 178,,,37.439461,127.179549,"*** 가방,핸드백(가죽)",,,,,,,,,,
110778735,500원참숯양꼬치,경기도 성남시 중원구 광명로32번길 9,,,37.4328159,127.1329292,*** 중식,,,,,,,,,,
110779899,분당배샘수학교습소,경기도 성남시 분당구 돌마로356번길 3,,,37.3697287,127.1233338,*** 일반전문학원,,,,,,,,,,
110780111,어니언키친,경기도 성남시 분당구 장미로108번길 4,경기도 성남시 분당구 야탑동 380-13,경기도 성남시 분당구 장미로108번길 4 1층,37.4128844,127.1327098,"이탈리아음식>스파게티,파스타전문",http://www.instagram.com/onion_kitchen,,,,,,,,,
110780418,잉글리시에그,경기도 용인시 기흥구 흥덕2로87번길 18,,,37.2758482,127.0718775,*** 학습지,,,,,,,,,,
110780467,잉글리시에그인천남동센타,인천광역시 남동구 구월남로 174,,,37.4527921,126.7090972,*** 학습지,,,,,,,,,,
110780541,먹쉬돈나 위례점,경기도 성남시 수정구 위례광장로 104,,,37.4730513,127.141263,*** 한식,,,,,,,,,,
110780756,텐폭스(10FOX),경기도 성남시 분당구 정자일로232번길 25,경기도 성남시 분당구 정자동 15-4,경기도 성남시 분당구 정자일로232번길 25 1층 B동 4000호,37.3695208,127.1075106,"쇼핑,유통>자전거",http://www.10fox.kr,031-716-8866,,,,,,,,
110781184,아베끄아띠(AvecAtti),경기도 성남시 분당구 판교로 627,,,37.4068204,127.1430497,*** 악세사리,,,,,,,,,,
110782893,잉글리시 에그,부산광역시 동래구 충렬대로 84,,,35.2074019,129.0702542,*** 학습지,,,,,,,,,,
110783289,105 Pasta (백오파스타),경기도 성남시 분당구 운중로225번길 48-3,경기도 성남시 분당구 판교동 619-14,경기도 성남시 분당구 운중로225번길 4-3,37.3903838,127.0887244,"이탈리아음식>스파게티,파스타전문",,031-707-0105,,,,,,,,
110783446,요미요미진주교육원,경상남도 진주시 진양호로 505,,,35.1922341,128.0808163,*** 학습지,,,,,,,,,,
110783479,포토그래픽,경기도 성남시 수정구 위례광장로 21-13,경기도 성남시 수정구 창곡동  562-2,경기도 성남시 수정구 위례광장로 21-13 6층 601호,37.4649858,127.1398413,"생활,편의>사진,스튜디오",http://grapher.co.kr/,,,,,,,,,
110786472,에듀프라임 군포지사,경기도 군포시 광정로 119,,,37.3615867,126.9267531,*** 학습지,,,,,,,,,,
110787926,탑건사격장,경기도 성남시 중원구 성남대로1148번길 16,,,37.4324704,127.1308763,*** 레저스포츠,,,,,,,,,,
110788114,멜로우룸,경기도 성남시 분당구 미금일로 58,경기도 성남시 분당구 구미동 63,"경기도 성남시 분당구 미금일로 58 , 상가 내 107호",37.3468832,127.1133611,"협회,단체>의류,패션",,,,,,,,,,
110788700,우리메밀,경기도 성남시 분당구 내정로165번길 38,경기도 성남시 분당구 수내동 32,경기도 성남시 분당구 내정로165번길 38,37.3763438,127.1166857,한식>막국수,,031-726-5757,,,,,,,,
110792603,모모코 정자점,경기도 성남시 분당구 정자일로 197,,,37.3680299,127.1055207,*** 양식,,,,,,,,,,
110792629,잉글리시에그 거제통영점,경상남도 거제시 수양로 454-4,,,34.892887,128.6415316,*** 학습지,,,,,,,,,,
110793411,정신분석심리상담 마음풀기,경기도 성남시 분당구 정자일로 177,경기도 성남시 분당구 정자동 24,경기도 성남시 분당구 정자일로 177 분당인텔리지 II B동 1910호,37.3661516,127.1054026,"건강,의료>심리상담",http://www.마음풀기.com,031-782-5195,,,,,,,,
110794328,유타로,경기도 성남시 분당구 황새울로335번길 8,경기도 성남시 분당구 서현동 260-4 덕산빌딩101,경기도 성남시 분당구 황새울로335번길 8 덕산빌딩,37.3865959,127.1221237,일식>일본식라면,http://www.utaro.co.kr/,031-708-5999,,,,,,,,
110797206,대림 인테리어,경기도 성남시 분당구 장미로 42,,,0,0,,,,,,,,,,,
110797248,버거홀릭,경기도 성남시 분당구 불정로376번길 31,경기도 성남시 분당구 서현동 311,경기도 성남시 분당구 불정로376번길 31 효자촌 주상복함 미래타운B상가 113호,37.372381,127.138958,음식점>햄버거,,031-706-4486,,,,,,,,
110797347,야탑율음악학원,경기도 성남시 분당구 장미로 101,,,0,0,음악학원>피아노,,,,,,,,,,
110803897,일로집,경기도 성남시 분당구 느티로 16,경기도 성남시 분당구 정자동 17-1,경기도 성남시 분당구 느티로 16 젤존타워 1차 1층,37.3681713,127.1062859,음식점>한식,http://www.instagram.com/ilrozip,,,,,,,,,
110804622,바빌론 보습학원,경기도 성남시 분당구 돌마로 478,,,37.3769553,127.1334831,*** 일반전문학원,,,,,,,,,,
110804911,튼튼영어 군포산본,경기도 군포시 광정로 60,,,37.3587347,126.9307964,*** 학습지,,,,,,,,,,
110804952,이매브랜치 스팀어학원,경기도 성남시 분당구 이매로 45,경기도 성남시 분당구 이매동 115-2 이수프라자 2층,경기도 성남시 분당구 이매로 45 이수프라자 2층,37.3950296,127.1258295,어학원,http://steamology.co.kr/,031-8039-5335,,,,,,,,
110804986,성남 금 거래소,경기도 성남시 중원구 둔촌대로 388,,,0,0,"쇼핑,유통>금제품전문",,,,,,,,,,
110805066,도담순대국,경기도 성남시 중원구 산성대로476번길 3,경기도 성남시 중원구 은행동 423-20,경기도 성남시 중원구 산성대로476번길 3 도담순대국,37.4539656,127.1615557,"한식>순대,순대국",,031-744-0822,,,,,,,,
110805108,잉글리쉬에그 달서지사,대구광역시 달서구 와룡로 169,,,35.8481004,128.5359407,*** 학습지,,,,,,,,,,
110805181,골프존 스카이,경기도 성남시 분당구 돌마로 80,경기도 성남시 분당구 구미동 24-1 현대벤처빌 지하 1층 101호,경기도 성남시 분당구 돌마로 80 분당현대벤쳐빌,37.3497105,127.1100569,스포츠시설>스크린골프장,http://blog.daum.net/golfzonsky,031-728-2929,,,,,,,,
110805603,하나과학 (주),경기도 성남시 분당구 성남대로2번길 6,경기도 성남시 분당구 구미동 192,경기도 성남시 분당구 성남대로2번길 6 LG트윈하우스 510호,37.3353587,127.1097748,"쇼핑,유통>과학기기,장비",http://www.hanascientific.com,031-602-7903,,,,,,,,
110805843,아모레,경기도 성남시 수정구 수정로 167,,,0,0,,,,,,,,,,,
110807088,원돈까스,경기도 성남시 중원구 금상로57번길 10,,,0,0,,,,,,,,,,,
110807468,성이유통,경기도 성남시 수정구 대왕판교로 825,,,37.4153335,127.0998121,*** 식품잡화,,,,,,,,,,
110808441,아날로그팟 수내점,경기도 성남시 분당구 황새울로258번길 36,경기도 성남시 분당구 수내동 7-8,경기도 성남시 분당구 황새울로258번길 36 광진빌딩,37.3791894,127.1157324,"카페,디저트>카페",,031-719-5888,,,,,,,,
110810371,엠케이 트레이딩 컴퍼니(MK Trading Compan,경기도 성남시 분당구 구미로116번길 3,,,37.3396525,127.1219832,*** 애완동물,,,,,,,,,,
110810546,행운열쇠,경기도 성남시 중원구 원터로93번길 20,경기도 성남시 중원구 성남동  2433 103호,경기도 성남시 중원구 원터로93번길 20 1층 3호 행운열쇠,37.434348,127.1412954,"쇼핑,유통>열쇠,도어록",https://m.blog.naver.com/kugh_7,,,,,,,,,
110811825,창의진로디자인랩학원,경기도 성남시 분당구 서판교로44번길 3-12,,,37.3909994,127.0989458,*** 일반전문학원,,,,,,,,,,
110812278,브레인핏,경기도 성남시 수정구 대왕판교로 815,,,0,0,,,,,,,,,,,
110812435,성남귀뚜라미냉난방기,경기도 성남시 수정구 희망로509번길 13-5,,,0,0,"쇼핑,유통>보일러",,,,,,,,,,
110813326,디플레이스스터디카페 분당정자점,경기도 성남시 분당구 정자일로 240,경기도 성남시 분당구 정자동 8-3 월드프라자 3층,경기도 성남시 분당구 정자일로 240 월드프라자 3층,37.371557,127.1062663,"서비스,산업>장소대여",https://dplacesc.modoo.at,031-778-6007,,,,,,,,
110813474,아이스크림수입과자할인점,경기도 성남시 중원구 산성대로 지하204-5,,,0,0,*** 식품잡화,,,,,,,,,,
110813912,분당씨엘슈가링 왁싱,경기도 성남시 분당구 성남대로 51,경기도 성남시 분당구 구미동 156 포스빌 158호,경기도 성남시 분당구 성남대로 51 포스빌 158호,37.3405019,127.1080893,"미용>피부,체형관리",http://sugarring.modoo.at/,,,,,,,,,
110814332,씨투조미원음악전문학원,경기도 성남시 분당구 느티로 65,,,37.3687721,127.111838,*** 일반전문학원,,,,,,,,,,
110814621,공간인테리어,경기도 성남시 수정구 남문로102번길 9,경기도 성남시 수정구 태평동 3307-38,경기도 성남시 수정구 남문로102번길 9,37.446436,127.1384782,"쇼핑,유통>가구,인테리어",,,,,,,,,,
110815404,곽여성병원부설문화센터,경기도 성남시 수정구 수정로87번길 5-2,경기도 성남시 수정구 태평동 6452,경기도 성남시 수정구 수정로 89,37.4406999,127.1302463,"건강,의료>병원부속시설",,,,,,,,,,
110815420,우리생협 서초점,서울특별시 서초구 사임당로 157,,,37.4924491,127.0268487,*** 식품잡화,,,,,,,,,,
110815560,파우피씨카페(POW PC cafe),경기도 성남시 수정구 수정로 185,,,37.4437896,127.1404739,*** 피씨게임방,,,,,,,,,,
110816949,아모레 카운셀러,경기도 성남시 수정구 산성대로 223,,,37.4389671,127.1422662,*** 방문판매,,,,,,,,,,
110817004,이가네양꼬치,경기도 성남시 분당구 대왕판교로 660,,,0,0,,,,,,,,,,,
110817921,컴포즈커피 미금역점,경기도 성남시 분당구 성남대로 151,경기도 성남시 분당구 구미동 9-1,경기도 성남시 분당구 성남대로 151 분당엠코헤리츠 1층 115-2호,37.349294,127.1083118,"카페,디저트>카페",http://www.composecoffee.com,,,,,,,,,
110818036,이글스크린골프,경기도 성남시 분당구 판교로 440,경기도 성남시 분당구 이매동 131-5 도도빌딩 5층,경기도 성남시 분당구 판교로 440,37.4051189,127.1226459,스포츠시설>스크린골프장,http://www.golfzon.com/10012,031-707-9777,,,,,,,,
110818085,잉글리시에그강릉지사,강원도 강릉시 솔올로5번길 40,,,37.7638404,128.8755224,*** 학습지,,,,,,,,,,
110818895,3에이치스마트지압침대전시장,경기도 성남시 분당구 돌마로 73,,,37.3504017,127.1100712,"*** 의료기기,건강진단",,,,,,,,,,
110819174,핑크피부,경기도 성남시 수정구 탄리로131번길 4-2,,,37.4473882,127.1334613,*** 화장품,,,,,,,,,,
110819505,쎈스골프존,경기도 성남시 분당구 불곡로 4,경기도 성남시 분당구 정자동 219-3 리더스프라자 2층,경기도 성남시 분당구 불곡로 4 리더스프라자,37.359419,127.1229434,스포츠시설>스크린골프장,,031-718-0272,,,,,,,,
110820594,낙생고등학교,"경기 성남시 분당구 대왕판교로 477,",경기도 성남시 분당구 판교동 649,경기도 성남시 분당구 대왕판교로 477,37.386578,127.1010478,"교육,학문>고등학교",http://www.naksaeng.hs.kr/,,,,,,,,,
110820669,찌미,경기도 성남시 중원구 금빛로48번길 2,,,37.4461125,127.1680003,"*** 건설,건축  자재",,,,,,,,,,
110824604,홍루이젠 분당정자점,경기도 성남시 분당구 느티로 27,경기도 성남시 분당구 정자동 15-7,경기도 성남시 분당구 느티로 27 하나프라자빌딩 103-1호,37.3688006,127.1075281,양식>샌드위치,,,,,,,,,,
110824828,스마일명품찹쌀꽈배기 위례신도시점,경기도 성남시 수정구 위례동로 109,,,37.4696501,127.1499971,*** 일반대중음식,,,,,,,,,,
110824927,(주)예스텔레콤,경기도 성남시 수정구 수정로 122,,,0,0,,,,,,,,,,,
110825072,맛있는초밥집,경기도 성남시 분당구 양현로310번길 25,경기도 성남시 분당구 야탑동 353-3 뉴시티빌딩 205호,경기도 성남시 분당구 양현로310번길 25 뉴시티빌딩 205호,37.4116105,127.1270336,"일식>초밥,롤",,031-707-5795,,,,,,,,
110825197,아트 당구클럽,경기도 성남시 수정구 산성대로 539,경기도 성남시 수정구 양지동 223,경기도 성남시 수정구 산성대로 539,37.4589709,127.1646044,"스포츠,오락>당구장",,,,,,,,,,
110825379,(주)풋마트코리아 성남신흥점,경기도 성남시 수정구 산성대로 263,,,37.440867,127.1461524,*** 기성화(신발),,,,,,,,,,
110825437,티아레나 티랩,경기도 성남시 분당구 느티로 2,경기도 성남시 분당구 정자동 16-1 Ak와이즈플레이스,경기도 성남시 분당구 느티로 2 Ak와이즈플레이스,37.3680483,127.1049207,"교육,학문>교육원,교육센터",https://blog.naver.com/teaarena,,,,,,,,,
110825478,호석인테리어,경기도 성남시 분당구 장미로 139,경기도 성남시 분당구 야탑동 215 유성빌딩 104호,경기도 성남시 분당구 장미로 139 유성빌딩 104호,37.4142079,127.1357552,전문디자인>인테리어디자인,https://blog.naver.com/hoseokid,031-8017-8204,,,,,,,,
110825601,체험뉴스,경기도 성남시 중원구 희망로347번길 8-1,,,37.4368609,127.1572264,"*** 수련원,체험장",,,,,,,,,,
110826898,이에프 심리상담센터,경기도 성남시 분당구 판교역로 178,,,37.3964929,127.1100738,*** 상담실(결혼등),,,,,,,,,,
110827045,아토참치,경기도 성남시 중원구 둔촌대로 400,경기도 성남시 중원구 상대원동 5439-1,경기도 성남시 중원구 둔촌대로 400 STARWOOD아파트형공장,37.43283,127.1618271,한식>생선회,,031-737-0777,,,,,,,,
110827094,아마스빈 위례중앙점,경기도 성남시 수정구 위례광장로 310,경기도 성남시 수정구 창곡동  509-2 우성트램타워 1층,경기도 성남시 수정구 위례광장로 310 우성트램타워 1층,37.4722575,127.1426642,"카페,디저트>카페",http://amasvin.com,031-753-0282,,,,,,,,
110827656,참종합장식,경기도 성남시 수정구 수정로153번길 20-1,경기도 성남시 수정구 태평동 3343,경기도 성남시 수정구 수정로153번길 20-1,37.444268,127.1364823,건설업>도배공사,,,,,,,,,,
110827730,한우나리,경기도 성남시 분당구 판교로 182-7,경기도 성남시 분당구 판교동 511-6,경기도 성남시 분당구 판교로 182-7,37.3997384,127.0959185,한식>소고기구이,http://www.한우나리.com,031-8017-2522,,,,,,,,
110827805,행복한고릴라수제핫도그,경기도 성남시 수정구 수정로 219-1,,,37.445089,127.1438497,*** 한식,,,,,,,,,,
110827961,제너시스비비큐 판교테크노밸리,경기도 성남시 분당구 판교역로 231,,,37.4012685,127.1086539,*** 일반대중음식,,,,,,,,,,
110828605,혼다라멘 미금점,경기도 성남시 분당구 성남대로 151,경기도 성남시 분당구 구미동 9-1,경기도 성남시 분당구 성남대로 151 116호,37.349294,127.1083118,일식>일본식라면,http://hondaramen.com,031-726-5300,,,,,,,,
110828936,카카오골프&펍(Golf&Pub),경기도 성남시 수정구 위례광장로 300,경기도 성남시 수정구 창곡동  509,경기도 성남시 수정구 위례광장로 300 중앙타워 9층,37.4734728,127.1427374,스포츠시설>스크린골프장,,031-756-8285,,,,,,,,
110830015,어파트오브파트,경기도 성남시 분당구 양현로 138,,,37.3962103,127.127081,"*** 주방기구  및  용품,정수기",,,,,,,,,,
110830486,만복국수판교태크노벨리점,경기도 성남시 분당구 판교역로 235,,,37.4020955,127.1086384,*** 한식,,,,,,,,,,
110830700,석민아귀찜해물탕,경기도 성남시 중원구 성남대로1147번길 9-1,,,37.4318498,127.1278592,*** 한식,,,,,,,,,,
110836616,월간피자 동서울대점,경기도 성남시 수정구 성남대로1480번길 9,경기도 성남시 수정구 복정동 664-15 1층,경기도 성남시 수정구 성남대로1480번길 9,37.4621014,127.1272076,양식>피자,http://www.instagram.com/monthlypizza,031-1522-1035,,,,,,,,
110837648,엘리트리더 태권도장,경기도 성남시 분당구 미금로 177,,,37.3491081,127.1140528,*** 일반전문학원,,,,,,,,,,
110838638,처클앤솔(CHUCKLE&SOL),경기도 성남시 분당구 대왕판교로645번길 12,,,37.4003237,127.1049626,"*** 가방,핸드백(가죽)",,,,,,,,,,
110838679,주식회사 향공장,경기도 성남시 중원구 광명로 377,,,37.4488771,127.1684937,*** 화장품,,,,,,,,,,
110839479,믿고 성남1호점,경기도 성남시 수정구 남문로131번길 1,경기도 성남시 수정구 태평동 2294,경기도 성남시 수정구 남문로131번길 1,37.448165,127.1409037,음식점>한식,,031-759-0292,,,,,,,,
110840774,아이센스PC방,경기도 성남시 중원구 제일로 41,경기도 성남시 중원구 성남동 3784,경기도 성남시 중원구 제일로 41,37.4306237,127.1363419,"스포츠,오락>PC방",,,,,,,,,,
110841947,엔유,경기도 성남시 수정구 시민로 160,경기도 성남시 수정구 신흥동 3769,경기도 성남시 수정구 시민로 160,37.4423961,127.1434756,제조업>과자류제조,http://www.instagram.com/nyou_macaron,,,,,,,,,
110843174,회결사,경기도 성남시 수정구 산성대로 389,경기도 성남시 수정구 단대동 173-3,경기도 성남시 수정구 산성대로 389 1층 우리동네 회결사,37.4468402,127.1573846,한식>생선회,,031-749-9292,,,,,,,,
110843380,후레쉬팩토리 성남점,경기도 성남시 수정구 시민로175번길 43,경기도 성남시 수정구 신흥동 5552,경기도 성남시 수정구 시민로175번길 43,37.4422268,127.138021,음식점>베트남음식,,031-759-8855,,,,,,,,
110844677,더카페 에일리언 아지트,경기도 성남시 수정구 달래내로 219,경기도 성남시 수정구 금토동  131,경기도 성남시 수정구 달래내로 219,37.4169892,127.0807495,"자동차정비,수리>썬팅,광택",,031-333-5554,,,,,,,,
110845708,와일드콤,경기도 성남시 중원구 둔촌대로 449,,,37.4329235,127.1673568,*** 식품류제조업,,,,,,,,,,
110847282,바디밸런스,경기도 성남시 수정구 위례광장로 300,경기도 성남시 수정구 창곡동 509,경기도 성남시 수정구 위례광장로 300 위례중앙역 중앙타워 13층 1308호,37.4734728,127.1427374,"협회,단체>체력단련,운동",http://www.mbodybalance.com,031-758-8186,,,,,,,,
110847787,술상 숯불 꼬치,경기도 성남시 분당구 미금일로 75,경기도 성남시 분당구 구미동 144-2,경기도 성남시 분당구 미금일로 75,37.3456091,127.1113329,"술집>오뎅,꼬치",http://www.instagram.com/sulsang_kkochi,031-719-0630,,,,,,,,
110848074,슬코카페 분당점,경기도 성남시 분당구 정자일로 15,"경기도 성남시 분당구 금곡동  202 분당하우스스토리103동124,125호","경기도 성남시 분당구 정자일로 15 분당하우스스토리103동124,125호",37.3519768,127.1049188,테마카페,http://instagram.com/slimekorea_bundang,,,,,,,,,
110849163,발코니(BALCONY),경기도 성남시 분당구 장안로 31,경기도 성남시 분당구 분당동 90-5,경기도 성남시 분당구 장안로 31 진원빌딩 1층 발코니,37.3698241,127.1427329,"음식점>카페,디저트",http://www.instagram.com/cafebalcony_,031-702-0102,,,,,,,,
110849254,(주)춘천명물닭갈비,경기도 성남시 분당구 운중로138번길 18-5,경기도 성남시 분당구 운중동 933-1,경기도 성남시 분당구 운중로138번길 18-5,37.3908332,127.0774817,한식>닭갈비,,031-8016-2626,,,,,,,,
110851706,소호클리닉,경기도 성남시 분당구 대왕판교로606번길 58,경기도 성남시 분당구 삼평동 741 2층 30 소호클리닉,경기도 성남시 분당구 대왕판교로606번길 58 2층 30 소호클리닉,37.3955147,127.1136666,"병원,의원>피부과",http://sohoclinic.co.kr,031-702-5060,,,,,,,,
110851722,주식회사명인러닝,경기도 성남시 분당구 판교로 474,,,37.4051231,127.1264801,*** 일반전문학원,,,,,,,,,,
110852357,잉글리시에그,인천광역시 서구 크리스탈로 100,,,37.533865,126.6369273,*** 학습지,,,,,,,,,,
110852969,코딩앤플레이 안양지사,경기도 안양시 만안구 장내로 76,,,37.3938354,126.9176054,*** 학습지,,,,,,,,,,
110853199,엑시트(EXIT) 방탈출,경기도 성남시 분당구 돌마로 47,경기도 성남시 분당구 금곡동 166,경기도 성남시 분당구 돌마로 47 이코노샤르망 506호,37.350385,127.1073771,"레저,테마>방탈출카페",http://exitcafe.co.kr,031-711-8636,,,,,,,,
110853603,이자카야 잔잔 정자점,경기도 성남시 분당구 정자일로 192,경기도 성남시 분당구 정자동 23-1,경기도 성남시 분당구 정자일로 192 파크프라자 1층,37.3673848,127.1062869,술집>이자카야>잔잔,http://izanzan.kr,031-715-0877,,,,,,,,
110854726,스캔소프트,경기도 성남시 중원구 사기막골로105번길 25,,,0,0,,,,,,,,,,,
110855319,제이케이기획(JK기획),경기도 성남시 중원구 광명로 132,,,37.4369562,127.1429258,*** 인삼  및  건강제품,,,,,,,,,,
110855632,한돈족발,경기도 성남시 분당구 미금로 35,경기도 성남시 분당구 구미동 204-4,경기도 성남시 분당구 미금로 35 1층 한돈족발,37.3365142,127.1163654,"한식>족발,보쌈",,031-736-3600,,,,,,,,
110856408,케어필라테스,경기도 성남시 분당구 성남대로331번길 3-9,경기도 성남시 분당구 정자동 156-2 백궁프라자 3차 2층,경기도 성남시 분당구 성남대로331번길 3-9,37.3648517,127.1076929,스포츠시설>필라테스,http://www.jungjapilates.com/,031-715-7787,,,,,,,,
